Raw_Data,ID,Status,Latency,Risk_Level
TXNID:236842 | STATUS:REJECTED | LATENCY:92ms,236842,REJECTED,92,CRITICAL
TXNID:600559 | STATUS:REJECTED | LATENCY:28ms,600559,REJECTED,28,CRITICAL
TXNID:358068 | STATUS:REJECTED | LATENCY:38ms,358068,REJECTED,38,CRITICAL
TXNID:192554 | STATUS:REJECTED | LATENCY:89ms,192554,REJECTED,89,CRITICAL
TXNID:712901 | STATUS:FAILURE | LATENCY:182ms,712901,FAILURE,182,CRITICAL
TXNID:246577 | STATUS:REJECTED | LATENCY:34ms,246577,REJECTED,34,CRITICAL
TXNID:71340 | STATUS:REJECTED | LATENCY:85ms,71340,REJECTED,85,CRITICAL
TXNID:659752 | STATUS:REJECTED | LATENCY:0ms,659752,REJECTED,0,CRITICAL
TXNID:74847 | STATUS:REJECTED | LATENCY:48ms,74847,REJECTED,48,CRITICAL
TXNID:579719 | STATUS:REJECTED | LATENCY:149ms,579719,REJECTED,149,CRITICAL
TXNID:433932 | STATUS:REJECTED | LATENCY:184ms,433932,REJECTED,184,CRITICAL
TXNID:383234 | STATUS:REJECTED | LATENCY:60ms,383234,REJECTED,60,CRITICAL
TXNID:838299 | STATUS:REJECTED | LATENCY:38ms,838299,REJECTED,38,CRITICAL
TXNID:298041 | STATUS:REJECTED | LATENCY:81ms,298041,REJECTED,81,CRITICAL
TXNID:193764 | STATUS:REJECTED | LATENCY:102ms,193764,REJECTED,102,CRITICAL
TXNID:746324 | STATUS:REJECTED | LATENCY:82ms,746324,REJECTED,82,CRITICAL
TXNID:870241 | STATUS:SUCCESS | LATENCY:198ms,870241,SUCCESS,198,CRITICAL
TXNID:850747 | STATUS:REJECTED | LATENCY:46ms,850747,REJECTED,46,CRITICAL
TXNID:548872 | STATUS:PENDING | LATENCY:199ms,548872,PENDING,199,CRITICAL
TXNID:196197 | STATUS:REJECTED | LATENCY:0ms,196197,REJECTED,0,CRITICAL
TXNID:818394 | STATUS:REJECTED | LATENCY:165ms,818394,REJECTED,165,CRITICAL
TXNID:491568 | STATUS:REJECTED | LATENCY:129ms,491568,REJECTED,129,CRITICAL
TXNID:925850 | STATUS:SUCCESS | LATENCY:199ms,925850,SUCCESS,199,CRITICAL
TXNID:969207 | STATUS:REJECTED | LATENCY:132ms,969207,REJECTED,132,CRITICAL
TXNID:125321 | STATUS:REJECTED | LATENCY:114ms,125321,REJECTED,114,CRITICAL
TXNID:190474 | STATUS:REJECTED | LATENCY:110ms,190474,REJECTED,110,CRITICAL
TXNID:721648 | STATUS:REJECTED | LATENCY:19ms,721648,REJECTED,19,CRITICAL
TXNID:932590 | STATUS:REJECTED | LATENCY:44ms,932590,REJECTED,44,CRITICAL
TXNID:455 | STATUS:SUCCESS | LATENCY:194ms,455,SUCCESS,194,CRITICAL
TXNID:359151 | STATUS:REJECTED | LATENCY:129ms,359151,REJECTED,129,CRITICAL
TXNID:548224 | STATUS:REJECTED | LATENCY:67ms,548224,REJECTED,67,CRITICAL
TXNID:313970 | STATUS:REJECTED | LATENCY:1ms,313970,REJECTED,1,CRITICAL
TXNID:167253 | STATUS:REJECTED | LATENCY:20ms,167253,REJECTED,20,CRITICAL
TXNID:289950 | STATUS:REJECTED | LATENCY:61ms,289950,REJECTED,61,CRITICAL
TXNID:672310 | STATUS:REJECTED | LATENCY:65ms,672310,REJECTED,65,CRITICAL
TXNID:20220 | STATUS:REJECTED | LATENCY:108ms,20220,REJECTED,108,CRITICAL
TXNID:458637 | STATUS:REJECTED | LATENCY:18ms,458637,REJECTED,18,CRITICAL
TXNID:798504 | STATUS:REJECTED | LATENCY:118ms,798504,REJECTED,118,CRITICAL
TXNID:292547 | STATUS:REJECTED | LATENCY:83ms,292547,REJECTED,83,CRITICAL
TXNID:997496 | STATUS:REJECTED | LATENCY:163ms,997496,REJECTED,163,CRITICAL
TXNID:474303 | STATUS:PENDING | LATENCY:181ms,474303,PENDING,181,CRITICAL
TXNID:34717 | STATUS:PENDING | LATENCY:185ms,34717,PENDING,185,CRITICAL
TXNID:526857 | STATUS:SUCCESS | LATENCY:187ms,526857,SUCCESS,187,CRITICAL
TXNID:479403 | STATUS:REJECTED | LATENCY:53ms,479403,REJECTED,53,CRITICAL
TXNID:240562 | STATUS:REJECTED | LATENCY:71ms,240562,REJECTED,71,CRITICAL
TXNID:267104 | STATUS:REJECTED | LATENCY:72ms,267104,REJECTED,72,CRITICAL
TXNID:311284 | STATUS:REJECTED | LATENCY:77ms,311284,REJECTED,77,CRITICAL
TXNID:823255 | STATUS:REJECTED | LATENCY:82ms,823255,REJECTED,82,CRITICAL
TXNID:552647 | STATUS:FAILURE | LATENCY:186ms,552647,FAILURE,186,CRITICAL
TXNID:434044 | STATUS:REJECTED | LATENCY:113ms,434044,REJECTED,113,CRITICAL
TXNID:289165 | STATUS:FAILURE | LATENCY:187ms,289165,FAILURE,187,CRITICAL
TXNID:72728 | STATUS:REJECTED | LATENCY:106ms,72728,REJECTED,106,CRITICAL
TXNID:167797 | STATUS:PENDING | LATENCY:193ms,167797,PENDING,193,CRITICAL
TXNID:139003 | STATUS:FAILURE | LATENCY:184ms,139003,FAILURE,184,CRITICAL
TXNID:962365 | STATUS:REJECTED | LATENCY:14ms,962365,REJECTED,14,CRITICAL
TXNID:540436 | STATUS:REJECTED | LATENCY:131ms,540436,REJECTED,131,CRITICAL
TXNID:782363 | STATUS:FAILURE | LATENCY:181ms,782363,FAILURE,181,CRITICAL
TXNID:375209 | STATUS:REJECTED | LATENCY:192ms,375209,REJECTED,192,CRITICAL
TXNID:992814 | STATUS:REJECTED | LATENCY:38ms,992814,REJECTED,38,CRITICAL
TXNID:505137 | STATUS:REJECTED | LATENCY:61ms,505137,REJECTED,61,CRITICAL
TXNID:346573 | STATUS:REJECTED | LATENCY:24ms,346573,REJECTED,24,CRITICAL
TXNID:143508 | STATUS:REJECTED | LATENCY:164ms,143508,REJECTED,164,CRITICAL
TXNID:197215 | STATUS:REJECTED | LATENCY:173ms,197215,REJECTED,173,CRITICAL
TXNID:802119 | STATUS:REJECTED | LATENCY:165ms,802119,REJECTED,165,CRITICAL
TXNID:280087 | STATUS:REJECTED | LATENCY:124ms,280087,REJECTED,124,CRITICAL
TXNID:655106 | STATUS:REJECTED | LATENCY:106ms,655106,REJECTED,106,CRITICAL
TXNID:913291 | STATUS:SUCCESS | LATENCY:181ms,913291,SUCCESS,181,CRITICAL
TXNID:615802 | STATUS:FAILURE | LATENCY:184ms,615802,FAILURE,184,CRITICAL
TXNID:317218 | STATUS:REJECTED | LATENCY:20ms,317218,REJECTED,20,CRITICAL
TXNID:657693 | STATUS:REJECTED | LATENCY:81ms,657693,REJECTED,81,CRITICAL
TXNID:240490 | STATUS:REJECTED | LATENCY:120ms,240490,REJECTED,120,CRITICAL
TXNID:95286 | STATUS:REJECTED | LATENCY:194ms,95286,REJECTED,194,CRITICAL
TXNID:172150 | STATUS:REJECTED | LATENCY:125ms,172150,REJECTED,125,CRITICAL
TXNID:630866 | STATUS:REJECTED | LATENCY:20ms,630866,REJECTED,20,CRITICAL
TXNID:932318 | STATUS:REJECTED | LATENCY:196ms,932318,REJECTED,196,CRITICAL
TXNID:611079 | STATUS:SUCCESS | LATENCY:193ms,611079,SUCCESS,193,CRITICAL
TXNID:191951 | STATUS:REJECTED | LATENCY:129ms,191951,REJECTED,129,CRITICAL
TXNID:432861 | STATUS:REJECTED | LATENCY:29ms,432861,REJECTED,29,CRITICAL
TXNID:119479 | STATUS:REJECTED | LATENCY:171ms,119479,REJECTED,171,CRITICAL
TXNID:571715 | STATUS:REJECTED | LATENCY:4ms,571715,REJECTED,4,CRITICAL
TXNID:349600 | STATUS:REJECTED | LATENCY:42ms,349600,REJECTED,42,CRITICAL
TXNID:709452 | STATUS:REJECTED | LATENCY:126ms,709452,REJECTED,126,CRITICAL
TXNID:839175 | STATUS:REJECTED | LATENCY:62ms,839175,REJECTED,62,CRITICAL
TXNID:490542 | STATUS:FAILURE | LATENCY:191ms,490542,FAILURE,191,CRITICAL
TXNID:929230 | STATUS:PENDING | LATENCY:194ms,929230,PENDING,194,CRITICAL
TXNID:679940 | STATUS:SUCCESS | LATENCY:198ms,679940,SUCCESS,198,CRITICAL
TXNID:697035 | STATUS:REJECTED | LATENCY:157ms,697035,REJECTED,157,CRITICAL
TXNID:942575 | STATUS:REJECTED | LATENCY:83ms,942575,REJECTED,83,CRITICAL
TXNID:179095 | STATUS:REJECTED | LATENCY:16ms,179095,REJECTED,16,CRITICAL
TXNID:541012 | STATUS:REJECTED | LATENCY:60ms,541012,REJECTED,60,CRITICAL
TXNID:269991 | STATUS:REJECTED | LATENCY:132ms,269991,REJECTED,132,CRITICAL
TXNID:242106 | STATUS:REJECTED | LATENCY:59ms,242106,REJECTED,59,CRITICAL
TXNID:298446 | STATUS:REJECTED | LATENCY:163ms,298446,REJECTED,163,CRITICAL
TXNID:280008 | STATUS:REJECTED | LATENCY:147ms,280008,REJECTED,147,CRITICAL
TXNID:653212 | STATUS:REJECTED | LATENCY:71ms,653212,REJECTED,71,CRITICAL
TXNID:603647 | STATUS:FAILURE | LATENCY:197ms,603647,FAILURE,197,CRITICAL
TXNID:320374 | STATUS:REJECTED | LATENCY:13ms,320374,REJECTED,13,CRITICAL
TXNID:639509 | STATUS:REJECTED | LATENCY:116ms,639509,REJECTED,116,CRITICAL
TXNID:267253 | STATUS:FAILURE | LATENCY:193ms,267253,FAILURE,193,CRITICAL
TXNID:409285 | STATUS:REJECTED | LATENCY:40ms,409285,REJECTED,40,CRITICAL
TXNID:990822 | STATUS:REJECTED | LATENCY:136ms,990822,REJECTED,136,CRITICAL
TXNID:407344 | STATUS:SUCCESS | LATENCY:192ms,407344,SUCCESS,192,CRITICAL
TXNID:344671 | STATUS:REJECTED | LATENCY:187ms,344671,REJECTED,187,CRITICAL
TXNID:933462 | STATUS:REJECTED | LATENCY:23ms,933462,REJECTED,23,CRITICAL
TXNID:265971 | STATUS:REJECTED | LATENCY:103ms,265971,REJECTED,103,CRITICAL
TXNID:842954 | STATUS:REJECTED | LATENCY:40ms,842954,REJECTED,40,CRITICAL
TXNID:418775 | STATUS:REJECTED | LATENCY:25ms,418775,REJECTED,25,CRITICAL
TXNID:661227 | STATUS:REJECTED | LATENCY:198ms,661227,REJECTED,198,CRITICAL
TXNID:876073 | STATUS:REJECTED | LATENCY:5ms,876073,REJECTED,5,CRITICAL
TXNID:168 | STATUS:REJECTED | LATENCY:23ms,168,REJECTED,23,CRITICAL
TXNID:143936 | STATUS:REJECTED | LATENCY:74ms,143936,REJECTED,74,CRITICAL
TXNID:932414 | STATUS:REJECTED | LATENCY:178ms,932414,REJECTED,178,CRITICAL
TXNID:676055 | STATUS:REJECTED | LATENCY:15ms,676055,REJECTED,15,CRITICAL
TXNID:549004 | STATUS:REJECTED | LATENCY:195ms,549004,REJECTED,195,CRITICAL
TXNID:641411 | STATUS:REJECTED | LATENCY:143ms,641411,REJECTED,143,CRITICAL
TXNID:733648 | STATUS:REJECTED | LATENCY:18ms,733648,REJECTED,18,CRITICAL
TXNID:53791 | STATUS:SUCCESS | LATENCY:184ms,53791,SUCCESS,184,CRITICAL
TXNID:586352 | STATUS:REJECTED | LATENCY:122ms,586352,REJECTED,122,CRITICAL
TXNID:843804 | STATUS:REJECTED | LATENCY:100ms,843804,REJECTED,100,CRITICAL
TXNID:895084 | STATUS:REJECTED | LATENCY:184ms,895084,REJECTED,184,CRITICAL
TXNID:985172 | STATUS:PENDING | LATENCY:191ms,985172,PENDING,191,CRITICAL
TXNID:475917 | STATUS:REJECTED | LATENCY:10ms,475917,REJECTED,10,CRITICAL
TXNID:505 | STATUS:REJECTED | LATENCY:61ms,505,REJECTED,61,CRITICAL
TXNID:546879 | STATUS:REJECTED | LATENCY:130ms,546879,REJECTED,130,CRITICAL
TXNID:7024 | STATUS:REJECTED | LATENCY:169ms,7024,REJECTED,169,CRITICAL
TXNID:657027 | STATUS:REJECTED | LATENCY:133ms,657027,REJECTED,133,CRITICAL
TXNID:464930 | STATUS:REJECTED | LATENCY:197ms,464930,REJECTED,197,CRITICAL
TXNID:823599 | STATUS:REJECTED | LATENCY:1ms,823599,REJECTED,1,CRITICAL
TXNID:603163 | STATUS:REJECTED | LATENCY:14ms,603163,REJECTED,14,CRITICAL
TXNID:98844 | STATUS:REJECTED | LATENCY:140ms,98844,REJECTED,140,CRITICAL
TXNID:713360 | STATUS:REJECTED | LATENCY:88ms,713360,REJECTED,88,CRITICAL
TXNID:193582 | STATUS:REJECTED | LATENCY:196ms,193582,REJECTED,196,CRITICAL
TXNID:488752 | STATUS:REJECTED | LATENCY:176ms,488752,REJECTED,176,CRITICAL
TXNID:399544 | STATUS:REJECTED | LATENCY:71ms,399544,REJECTED,71,CRITICAL
TXNID:954721 | STATUS:REJECTED | LATENCY:89ms,954721,REJECTED,89,CRITICAL
TXNID:640264 | STATUS:SUCCESS | LATENCY:181ms,640264,SUCCESS,181,CRITICAL
TXNID:544459 | STATUS:SUCCESS | LATENCY:197ms,544459,SUCCESS,197,CRITICAL
TXNID:611641 | STATUS:SUCCESS | LATENCY:181ms,611641,SUCCESS,181,CRITICAL
TXNID:347578 | STATUS:REJECTED | LATENCY:93ms,347578,REJECTED,93,CRITICAL
TXNID:368647 | STATUS:REJECTED | LATENCY:40ms,368647,REJECTED,40,CRITICAL
TXNID:554601 | STATUS:REJECTED | LATENCY:175ms,554601,REJECTED,175,CRITICAL
TXNID:840052 | STATUS:REJECTED | LATENCY:163ms,840052,REJECTED,163,CRITICAL
TXNID:618216 | STATUS:REJECTED | LATENCY:67ms,618216,REJECTED,67,CRITICAL
TXNID:630408 | STATUS:REJECTED | LATENCY:19ms,630408,REJECTED,19,CRITICAL
TXNID:20344 | STATUS:REJECTED | LATENCY:89ms,20344,REJECTED,89,CRITICAL
TXNID:295132 | STATUS:REJECTED | LATENCY:101ms,295132,REJECTED,101,CRITICAL
TXNID:652056 | STATUS:REJECTED | LATENCY:99ms,652056,REJECTED,99,CRITICAL
TXNID:351878 | STATUS:REJECTED | LATENCY:32ms,351878,REJECTED,32,CRITICAL
TXNID:367040 | STATUS:REJECTED | LATENCY:48ms,367040,REJECTED,48,CRITICAL
TXNID:694403 | STATUS:REJECTED | LATENCY:100ms,694403,REJECTED,100,CRITICAL
TXNID:563194 | STATUS:REJECTED | LATENCY:31ms,563194,REJECTED,31,CRITICAL
TXNID:82826 | STATUS:REJECTED | LATENCY:123ms,82826,REJECTED,123,CRITICAL
TXNID:430845 | STATUS:REJECTED | LATENCY:158ms,430845,REJECTED,158,CRITICAL
TXNID:435601 | STATUS:SUCCESS | LATENCY:191ms,435601,SUCCESS,191,CRITICAL
TXNID:412515 | STATUS:SUCCESS | LATENCY:188ms,412515,SUCCESS,188,CRITICAL
TXNID:59927 | STATUS:PENDING | LATENCY:199ms,59927,PENDING,199,CRITICAL
TXNID:119833 | STATUS:SUCCESS | LATENCY:183ms,119833,SUCCESS,183,CRITICAL
TXNID:118708 | STATUS:REJECTED | LATENCY:78ms,118708,REJECTED,78,CRITICAL
TXNID:356875 | STATUS:REJECTED | LATENCY:189ms,356875,REJECTED,189,CRITICAL
TXNID:831150 | STATUS:REJECTED | LATENCY:88ms,831150,REJECTED,88,CRITICAL
TXNID:245034 | STATUS:REJECTED | LATENCY:17ms,245034,REJECTED,17,CRITICAL
TXNID:401553 | STATUS:REJECTED | LATENCY:32ms,401553,REJECTED,32,CRITICAL
TXNID:396588 | STATUS:REJECTED | LATENCY:75ms,396588,REJECTED,75,CRITICAL
TXNID:70063 | STATUS:SUCCESS | LATENCY:197ms,70063,SUCCESS,197,CRITICAL
TXNID:555153 | STATUS:REJECTED | LATENCY:177ms,555153,REJECTED,177,CRITICAL
TXNID:573819 | STATUS:REJECTED | LATENCY:35ms,573819,REJECTED,35,CRITICAL
TXNID:624140 | STATUS:REJECTED | LATENCY:30ms,624140,REJECTED,30,CRITICAL
TXNID:203798 | STATUS:REJECTED | LATENCY:176ms,203798,REJECTED,176,CRITICAL
TXNID:245329 | STATUS:PENDING | LATENCY:192ms,245329,PENDING,192,CRITICAL
TXNID:621686 | STATUS:REJECTED | LATENCY:190ms,621686,REJECTED,190,CRITICAL
TXNID:680265 | STATUS:REJECTED | LATENCY:70ms,680265,REJECTED,70,CRITICAL
TXNID:386037 | STATUS:REJECTED | LATENCY:79ms,386037,REJECTED,79,CRITICAL
TXNID:605262 | STATUS:REJECTED | LATENCY:140ms,605262,REJECTED,140,CRITICAL
TXNID:195409 | STATUS:REJECTED | LATENCY:122ms,195409,REJECTED,122,CRITICAL
TXNID:662125 | STATUS:REJECTED | LATENCY:96ms,662125,REJECTED,96,CRITICAL
TXNID:981511 | STATUS:REJECTED | LATENCY:161ms,981511,REJECTED,161,CRITICAL
TXNID:422107 | STATUS:REJECTED | LATENCY:177ms,422107,REJECTED,177,CRITICAL
TXNID:799732 | STATUS:REJECTED | LATENCY:100ms,799732,REJECTED,100,CRITICAL
TXNID:541035 | STATUS:REJECTED | LATENCY:13ms,541035,REJECTED,13,CRITICAL
TXNID:622207 | STATUS:REJECTED | LATENCY:142ms,622207,REJECTED,142,CRITICAL
TXNID:227423 | STATUS:REJECTED | LATENCY:62ms,227423,REJECTED,62,CRITICAL
TXNID:52995 | STATUS:REJECTED | LATENCY:83ms,52995,REJECTED,83,CRITICAL
TXNID:78205 | STATUS:FAILURE | LATENCY:197ms,78205,FAILURE,197,CRITICAL
TXNID:931351 | STATUS:PENDING | LATENCY:198ms,931351,PENDING,198,CRITICAL
TXNID:265561 | STATUS:REJECTED | LATENCY:12ms,265561,REJECTED,12,CRITICAL
TXNID:164101 | STATUS:REJECTED | LATENCY:63ms,164101,REJECTED,63,CRITICAL
TXNID:360675 | STATUS:PENDING | LATENCY:195ms,360675,PENDING,195,CRITICAL
TXNID:868271 | STATUS:SUCCESS | LATENCY:183ms,868271,SUCCESS,183,CRITICAL
TXNID:222581 | STATUS:REJECTED | LATENCY:80ms,222581,REJECTED,80,CRITICAL
TXNID:784955 | STATUS:REJECTED | LATENCY:121ms,784955,REJECTED,121,CRITICAL
TXNID:798504 | STATUS:REJECTED | LATENCY:173ms,798504,REJECTED,173,CRITICAL
TXNID:330144 | STATUS:REJECTED | LATENCY:98ms,330144,REJECTED,98,CRITICAL
TXNID:1005 | STATUS:PENDING | LATENCY:184ms,1005,PENDING,184,CRITICAL
TXNID:620461 | STATUS:REJECTED | LATENCY:187ms,620461,REJECTED,187,CRITICAL
TXNID:661110 | STATUS:FAILURE | LATENCY:192ms,661110,FAILURE,192,CRITICAL
TXNID:773050 | STATUS:REJECTED | LATENCY:128ms,773050,REJECTED,128,CRITICAL
TXNID:247853 | STATUS:REJECTED | LATENCY:168ms,247853,REJECTED,168,CRITICAL
TXNID:211092 | STATUS:REJECTED | LATENCY:164ms,211092,REJECTED,164,CRITICAL
TXNID:42621 | STATUS:REJECTED | LATENCY:56ms,42621,REJECTED,56,CRITICAL
TXNID:859960 | STATUS:REJECTED | LATENCY:47ms,859960,REJECTED,47,CRITICAL
TXNID:549530 | STATUS:SUCCESS | LATENCY:184ms,549530,SUCCESS,184,CRITICAL
TXNID:228819 | STATUS:REJECTED | LATENCY:25ms,228819,REJECTED,25,CRITICAL
TXNID:36822 | STATUS:REJECTED | LATENCY:6ms,36822,REJECTED,6,CRITICAL
TXNID:746946 | STATUS:REJECTED | LATENCY:193ms,746946,REJECTED,193,CRITICAL
TXNID:277924 | STATUS:SUCCESS | LATENCY:198ms,277924,SUCCESS,198,CRITICAL
TXNID:433309 | STATUS:REJECTED | LATENCY:174ms,433309,REJECTED,174,CRITICAL
TXNID:657286 | STATUS:REJECTED | LATENCY:24ms,657286,REJECTED,24,CRITICAL
TXNID:507596 | STATUS:FAILURE | LATENCY:193ms,507596,FAILURE,193,CRITICAL
TXNID:791002 | STATUS:REJECTED | LATENCY:110ms,791002,REJECTED,110,CRITICAL
TXNID:797879 | STATUS:REJECTED | LATENCY:20ms,797879,REJECTED,20,CRITICAL
TXNID:250602 | STATUS:SUCCESS | LATENCY:190ms,250602,SUCCESS,190,CRITICAL
TXNID:958421 | STATUS:REJECTED | LATENCY:113ms,958421,REJECTED,113,CRITICAL
TXNID:171062 | STATUS:SUCCESS | LATENCY:185ms,171062,SUCCESS,185,CRITICAL
TXNID:684203 | STATUS:PENDING | LATENCY:185ms,684203,PENDING,185,CRITICAL
TXNID:545698 | STATUS:PENDING | LATENCY:185ms,545698,PENDING,185,CRITICAL
TXNID:501538 | STATUS:REJECTED | LATENCY:38ms,501538,REJECTED,38,CRITICAL
TXNID:357686 | STATUS:REJECTED | LATENCY:112ms,357686,REJECTED,112,CRITICAL
TXNID:559928 | STATUS:REJECTED | LATENCY:51ms,559928,REJECTED,51,CRITICAL
TXNID:738624 | STATUS:REJECTED | LATENCY:95ms,738624,REJECTED,95,CRITICAL
TXNID:952031 | STATUS:REJECTED | LATENCY:59ms,952031,REJECTED,59,CRITICAL
TXNID:160227 | STATUS:FAILURE | LATENCY:191ms,160227,FAILURE,191,CRITICAL
TXNID:755523 | STATUS:SUCCESS | LATENCY:198ms,755523,SUCCESS,198,CRITICAL
TXNID:548876 | STATUS:REJECTED | LATENCY:110ms,548876,REJECTED,110,CRITICAL
TXNID:830071 | STATUS:REJECTED | LATENCY:4ms,830071,REJECTED,4,CRITICAL
TXNID:507137 | STATUS:PENDING | LATENCY:196ms,507137,PENDING,196,CRITICAL
TXNID:271835 | STATUS:REJECTED | LATENCY:114ms,271835,REJECTED,114,CRITICAL
TXNID:326522 | STATUS:REJECTED | LATENCY:77ms,326522,REJECTED,77,CRITICAL
TXNID:949825 | STATUS:FAILURE | LATENCY:185ms,949825,FAILURE,185,CRITICAL
TXNID:464567 | STATUS:PENDING | LATENCY:197ms,464567,PENDING,197,CRITICAL
TXNID:515077 | STATUS:REJECTED | LATENCY:117ms,515077,REJECTED,117,CRITICAL
TXNID:8132 | STATUS:REJECTED | LATENCY:197ms,8132,REJECTED,197,CRITICAL
TXNID:893045 | STATUS:REJECTED | LATENCY:49ms,893045,REJECTED,49,CRITICAL
TXNID:661136 | STATUS:SUCCESS | LATENCY:187ms,661136,SUCCESS,187,CRITICAL
TXNID:410906 | STATUS:REJECTED | LATENCY:121ms,410906,REJECTED,121,CRITICAL
TXNID:540411 | STATUS:FAILURE | LATENCY:199ms,540411,FAILURE,199,CRITICAL
TXNID:718903 | STATUS:REJECTED | LATENCY:58ms,718903,REJECTED,58,CRITICAL
TXNID:569828 | STATUS:REJECTED | LATENCY:166ms,569828,REJECTED,166,CRITICAL
TXNID:219548 | STATUS:REJECTED | LATENCY:124ms,219548,REJECTED,124,CRITICAL
TXNID:381267 | STATUS:PENDING | LATENCY:189ms,381267,PENDING,189,CRITICAL
TXNID:171551 | STATUS:FAILURE | LATENCY:185ms,171551,FAILURE,185,CRITICAL
TXNID:495302 | STATUS:PENDING | LATENCY:197ms,495302,PENDING,197,CRITICAL
TXNID:538844 | STATUS:REJECTED | LATENCY:42ms,538844,REJECTED,42,CRITICAL
TXNID:827981 | STATUS:PENDING | LATENCY:189ms,827981,PENDING,189,CRITICAL
TXNID:664825 | STATUS:REJECTED | LATENCY:174ms,664825,REJECTED,174,CRITICAL
TXNID:817000 | STATUS:REJECTED | LATENCY:76ms,817000,REJECTED,76,CRITICAL
TXNID:447705 | STATUS:REJECTED | LATENCY:47ms,447705,REJECTED,47,CRITICAL
TXNID:896146 | STATUS:REJECTED | LATENCY:124ms,896146,REJECTED,124,CRITICAL
TXNID:784054 | STATUS:REJECTED | LATENCY:177ms,784054,REJECTED,177,CRITICAL
TXNID:659050 | STATUS:REJECTED | LATENCY:117ms,659050,REJECTED,117,CRITICAL
TXNID:374762 | STATUS:REJECTED | LATENCY:42ms,374762,REJECTED,42,CRITICAL
TXNID:65742 | STATUS:PENDING | LATENCY:190ms,65742,PENDING,190,CRITICAL
TXNID:243559 | STATUS:REJECTED | LATENCY:78ms,243559,REJECTED,78,CRITICAL
TXNID:85422 | STATUS:SUCCESS | LATENCY:197ms,85422,SUCCESS,197,CRITICAL
TXNID:139514 | STATUS:REJECTED | LATENCY:125ms,139514,REJECTED,125,CRITICAL
TXNID:999370 | STATUS:SUCCESS | LATENCY:196ms,999370,SUCCESS,196,CRITICAL
TXNID:956353 | STATUS:FAILURE | LATENCY:199ms,956353,FAILURE,199,CRITICAL
TXNID:748019 | STATUS:REJECTED | LATENCY:177ms,748019,REJECTED,177,CRITICAL
TXNID:472076 | STATUS:PENDING | LATENCY:194ms,472076,PENDING,194,CRITICAL
TXNID:5704 | STATUS:FAILURE | LATENCY:187ms,5704,FAILURE,187,CRITICAL
TXNID:612913 | STATUS:FAILURE | LATENCY:187ms,612913,FAILURE,187,CRITICAL
TXNID:398794 | STATUS:REJECTED | LATENCY:174ms,398794,REJECTED,174,CRITICAL
TXNID:971900 | STATUS:REJECTED | LATENCY:23ms,971900,REJECTED,23,CRITICAL
TXNID:314537 | STATUS:PENDING | LATENCY:183ms,314537,PENDING,183,CRITICAL
TXNID:314974 | STATUS:REJECTED | LATENCY:42ms,314974,REJECTED,42,CRITICAL
TXNID:454200 | STATUS:REJECTED | LATENCY:1ms,454200,REJECTED,1,CRITICAL
TXNID:532042 | STATUS:REJECTED | LATENCY:53ms,532042,REJECTED,53,CRITICAL
TXNID:463535 | STATUS:REJECTED | LATENCY:7ms,463535,REJECTED,7,CRITICAL
TXNID:59088 | STATUS:REJECTED | LATENCY:100ms,59088,REJECTED,100,CRITICAL
TXNID:148047 | STATUS:FAILURE | LATENCY:181ms,148047,FAILURE,181,CRITICAL
TXNID:280518 | STATUS:REJECTED | LATENCY:198ms,280518,REJECTED,198,CRITICAL
TXNID:649487 | STATUS:REJECTED | LATENCY:77ms,649487,REJECTED,77,CRITICAL
TXNID:434277 | STATUS:REJECTED | LATENCY:154ms,434277,REJECTED,154,CRITICAL
TXNID:400295 | STATUS:REJECTED | LATENCY:94ms,400295,REJECTED,94,CRITICAL
TXNID:754194 | STATUS:FAILURE | LATENCY:198ms,754194,FAILURE,198,CRITICAL
TXNID:714371 | STATUS:REJECTED | LATENCY:65ms,714371,REJECTED,65,CRITICAL
TXNID:21378 | STATUS:SUCCESS | LATENCY:187ms,21378,SUCCESS,187,CRITICAL
TXNID:652587 | STATUS:FAILURE | LATENCY:186ms,652587,FAILURE,186,CRITICAL
TXNID:394796 | STATUS:REJECTED | LATENCY:28ms,394796,REJECTED,28,CRITICAL
TXNID:800699 | STATUS:FAILURE | LATENCY:188ms,800699,FAILURE,188,CRITICAL
TXNID:624231 | STATUS:REJECTED | LATENCY:107ms,624231,REJECTED,107,CRITICAL
TXNID:325157 | STATUS:REJECTED | LATENCY:61ms,325157,REJECTED,61,CRITICAL
TXNID:926690 | STATUS:REJECTED | LATENCY:112ms,926690,REJECTED,112,CRITICAL
TXNID:277675 | STATUS:REJECTED | LATENCY:140ms,277675,REJECTED,140,CRITICAL
TXNID:206280 | STATUS:REJECTED | LATENCY:101ms,206280,REJECTED,101,CRITICAL
TXNID:755632 | STATUS:REJECTED | LATENCY:108ms,755632,REJECTED,108,CRITICAL
TXNID:816639 | STATUS:REJECTED | LATENCY:137ms,816639,REJECTED,137,CRITICAL
TXNID:400772 | STATUS:SUCCESS | LATENCY:197ms,400772,SUCCESS,197,CRITICAL
TXNID:840326 | STATUS:PENDING | LATENCY:196ms,840326,PENDING,196,CRITICAL
TXNID:945255 | STATUS:REJECTED | LATENCY:54ms,945255,REJECTED,54,CRITICAL
TXNID:353874 | STATUS:REJECTED | LATENCY:3ms,353874,REJECTED,3,CRITICAL
TXNID:382716 | STATUS:REJECTED | LATENCY:146ms,382716,REJECTED,146,CRITICAL
